"set_label","RDKit_ID","CID","PreferredName","IUPACName","PrimarySynonym","Synonyms","SMILES","source"
"Inactive","RDKit_inactive_80",4935,"2-(diethylamino)ethyl 3-amino-4-propoxybenzoate","2-(diethylamino)ethyl 3-amino-4-propoxybenzoate","proparacaine","proparacaine; Proxymetacaine; 499-67-2; 2-(Diethylamino)ethyl 3-amino-4-propoxybenzoate; Proximetacainum; Proximetacaina; Prossimetacaina; Proxymetacainum; 3-Amino-4-propoxybenzoic acid 2-(diethylamino)ethyl ester; BENZOIC ACID, 3-AMINO-4-PROPOXY-, 2-(DIETHYLAMINO)ETHYL ESTER","CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N","Non_anthelmintic"
"Inactive","RDKit_inactive_8",443879,"2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-methylphenol","2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-methylphenol","tolterodine","tolterodine; 124937-51-5; (+)-Tolterodine; Tolterodinum; Kabi 2234; Tolterodina; Kabi-2234; WHE7A56U7K; 2-[(1R)-3-[di(propan-2-yl)amino]-1-phenylpropyl]-4-methylphenol; (+)-(R)-2-(alpha-(2-(Diisopropylamino)ethyl)benzyl)-p-cresol","CC1=CC(=C(C=C1)O)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2","Non_anthelmintic"
"Inactive","RDKit_inactive_60",72164,"2-[2-(4,5-diphenyl-1H-imidazol-2-yl)phenoxy]-N,N-dimethylethanamine","2-[2-(4,5-diphenyl-1H-imidazol-2-yl)phenoxy]-N,N-dimethylethanamine","Trifenagrel","Trifenagrel; 84203-09-8; Trifenagrelum; BW 325U; BW-325U; 59X5ME2O06; DTXSID90233128; 2-(o-(2-(Dimethylamino)ethoxy)phenyl)-4,5-diphenylimidazole; 2-(2-(2-dimethylaminoethoxy)phenyl)-4,5-diphenylimidazole; tifenagrel","CN(C)CCOC1=CC=CC=C1C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC=C4","Non_anthelmintic"
"Inactive","RDKit_inactive_46",157839,"2-[3-[(4,5,7-trifluoro-1,3-benzothiazol-2-yl)methyl]indol-1-yl]acetic acid","2-[3-[(4,5,7-trifluoro-1,3-benzothiazol-2-yl)methyl]indol-1-yl]acetic acid","Lidorestat","Lidorestat; 245116-90-9; IDD-676; Lidorestat anhydrous; Lindolrestat; Lindorestat; EML 676; IDD 676; IDD-000676-01; R3734K0M7L","C1=CC=C2C(=C1)C(=CN2CC(=O)O)CC3=NC4=C(C(=CC(=C4S3)F)F)F","Non_anthelmintic"
"Inactive","RDKit_inactive_83",2800,"2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]-N,N-diethylethanamine","2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]-N,N-diethylethanamine","clomiphene","clomiphene; Clomiphene B; 911-45-5; Chlomaphene; Chloramifene; Clomifen; 2-(p-(2-Chloro-1,2-diphenylvinyl)phenoxy)triethylamine; 1HRS458QU2; DTXSID1022843; 2-(p-(beta-chloro-alpha-phenylstyryl)phenoxy)triethylamine","CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_71",5282219,"2-[5-(3-methylbut-2-enoxy)-2-[(E)-3-[4-(3-methylbut-2-enoxy)phenyl]prop-2-enoyl]phenoxy]acetic acid","2-[5-(3-methylbut-2-enoxy)-2-[(E)-3-[4-(3-methylbut-2-enoxy)phenyl]prop-2-enoyl]phenoxy]acetic acid","sofalcone","sofalcone; 64506-49-6; Solon; Sofalcona; Sofalconum; SU-88; 2B668TJX8E; (5-((3-Methyl-2-butenyl)oxy)-2-(p-((3-methyl-2-butenyl)oxy)cinnamoyl)phenoxy)acetic acid; Acetic acid, 2-(5-((3-methyl-2-buten-1-yl)oxy)-2-((2E)-3-(4-((3-methyl-2-buten-1-yl)oxy)phenyl)-1-oxo-2-propen-1-yl)phenoxy)-; DTXSID5023586","CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_88",38945,"2-amino-N-(2,6-dimethylphenyl)propanamide","2-amino-N-(2,6-dimethylphenyl)propanamide","tocainide","tocainide; 41708-72-9; 2-AMINO-N-(2,6-DIMETHYLPHENYL)PROPANAMIDE; Tocainida; Tocainidum; Alanyl-2,6-xylidide; 2-Amino-2',6'-propionoxylidide; Astra W 36095; W-36095; 2-Amino-N-(2,6-dimethylphenyl)propionamid","CC1=C(C(=CC=C1)C)NC(=O)C(C)N","Non_anthelmintic"
"Inactive","RDKit_inactive_38",16042343,"2-hydroxy-5-[2-[4-(trifluoromethyl)phenyl]ethylamino]benzoic acid","2-hydroxy-5-[2-[4-(trifluoromethyl)phenyl]ethylamino]benzoic acid","AAD-2004","AAD-2004; Crisdesalazine; 927685-43-6; Benzoic acid, 2-hydroxy-5-((2-(4-(trifluoromethyl)phenyl)ethyl)amino)-; 2-hydroxy-5-[2-[4-(trifluoromethyl)phenyl]ethylamino]benzoic acid; 11VWK61J69; Benzoic acid, 2-hydroxy-5-[[2-[4-(trifluoromethyl)phenyl]ethyl]amino]-; 2-HYDROXY-5-({2-[4-(TRIFLUOROMETHYL)PHENYL]ETHYL}AMINO)BENZOIC ACID; 2-HYDROXY-5-((2-(4-(TRIFLUOROMETHYL)PHENYL)ETHYL)AMINO)BENZOIC ACID; crisdesalazina","C1=CC(=CC=C1CCNC2=CC(=C(C=C2)O)C(=O)O)C(F)(F)F","Non_anthelmintic"
"Inactive","RDKit_inactive_26",5388781,"2-hydroxy-6-[(8E,11E)-pentadeca-8,11,14-trienyl]benzoic acid","2-hydroxy-6-[(8E,11E)-pentadeca-8,11,14-trienyl]benzoic acid","Anacardic acid C15:3","Anacardic acid C15:3; 18654-18-7; 2-Hydroxy-6-(8,11,14-pentadecatrienyl)benzoic acid; 2-hydroxy-6-[(8E,11E)-pentadeca-8,11,14-trienyl]benzoic acid; CHEMBL464925; 8,11,14-Anacardic acid; 6-(8(Z),11(Z),14-Pentadecatrienyl)salicylic acid; NSC638512; 2-Hydroxy-6-(pentadeca-8,11,14-trien-1-yl)benzoic acid; F5X3PZ4LDA","C=CC/C=C/C/C=C/CCCCCCCC1=C(C(=CC=C1)O)C(=O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_98",46861837,"3,9-dihydroxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromene-2-carbaldehyde","3,9-dihydroxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromene-2-carbaldehyde","Erythribyssin O","Erythribyssin O; 3,9-dihydroxy-10-(3-methylbut-2-enyl)-6H-(1)benzofuro(3,2-c)chromene-2-carbaldehyde; 3,9-dihydroxy-10-(3-methylbut-2-enyl)-6H-[1]benzofuro[3,2-c]chromene-2-carbaldehyde; RefChem:137744; CHEMBL1096406; BDBM50317435","CC(=CCC1=C(C=CC2=C1OC3=C2COC4=C3C=C(C(=C4)O)C=O)O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_97",5281707,"3,9-dihydroxy-[1]benzofuro[3,2-c]chromen-6-one","3,9-dihydroxy-[1]benzofuro[3,2-c]chromen-6-one","COUMESTROL","COUMESTROL; 479-13-0; Cumoestrol; Cumostrol; 3,9-Dihydroxycoumestan; DTXSID6022399; V7NW98OB34; 3,9-dihydroxy-[1]benzofuro[3,2-c]chromen-6-one; 3,9-Dihydroxy-6H-benzofuro(3,2-c)(1)benzopyran-6-one; 6H-Benzofuro[3,2-c][1]benzopyran-6-one, 3,9-dihydroxy-","C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O","Non_anthelmintic"
"Inactive","RDKit_inactive_6",21847,"3-(1-benzylpiperidin-4-yl)-3-phenylpiperidine-2,6-dione","3-(1-benzylpiperidin-4-yl)-3-phenylpiperidine-2,6-dione","Benzetimide","Benzetimide; 14051-33-3; Benzetimidum; Spasmental; bencetimida; 2-(1-Benzyl-4-piperidyl)-2-phenylglutarimide; B987T0L5FX; DTXSID2046173; 2-[1-BENZYL-4-PIPERIDYL]-2-PHENYLGLUTARIMIDE; DTXCID0026173","C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4","Non_anthelmintic"
"Inactive","RDKit_inactive_107",25139469,"3-(2-bromoprop-2-enoxy)-4-methylbenzo[c]chromen-6-one","3-(2-bromoprop-2-enoxy)-4-methylbenzo[c]chromen-6-one","CHEMBL487235","CHEMBL487235; 3,4-Benzo-7-(beta-bromoallyloxy)-8-methylcoumarin; BDBM50246306; PD181090","CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)OCC(=C)Br","Non_anthelmintic"
"Inactive","RDKit_inactive_89",5775,"3-[N-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-methylanilino]phenol","3-[N-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-methylanilino]phenol","phentolamine","phentolamine; 50-60-2; Regitin; Dibasin; Fentolamin; Fentolamina; Rogitine; Phentolaminum; C 7337 Ciba; Phentolamin","CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O","Non_anthelmintic"
"Inactive","RDKit_inactive_55",82320,"3-ethyl-1H-benzimidazol-2-one","3-ethyl-1H-benzimidazol-2-one","10045-45-1","10045-45-1; 1-EBIO; 1-Ethyl-2-benzimidazolinone; 3-ethyl-1H-benzimidazol-2-one; M82W79SS4W; DTXSID70143296; 1-ethyl-2-benzimidazolone; RefChem:432381; DTXCID4065787; 233-148-1","CCN1C2=CC=CC=C2NC1=O","Non_anthelmintic"
"Inactive","RDKit_inactive_82",3292,"3-ethyl-5-phenylimidazolidine-2,4-dione","3-ethyl-5-phenylimidazolidine-2,4-dione","ethotoin","ethotoin; 86-35-1; Peganone; 3-Ethyl-5-phenylhydantoin; 3-ethyl-5-phenylimidazolidine-2,4-dione; Accenon; Ethotoine; Etotoina; Ethotoinum; 3-Ethyl-5-phenylimidazolidin-2,4-dione","CCN1C(=O)C(NC1=O)C2=CC=CC=C2","Non_anthelmintic"
"Inactive","RDKit_inactive_121",5348729,"3-hydroxy-4-methylbenzo[c]chromen-6-one","3-hydroxy-4-methylbenzo[c]chromen-6-one","3-hydroxy-4-methyl-6H-benzo[c]chromen-6-one","3-hydroxy-4-methyl-6H-benzo[c]chromen-6-one; 76244-77-4; 3-hydroxy-4-methylbenzo[c]chromen-6-one; MFCD02081283; CHEMBL203519; 3-Hydroxy-4-methyl-6H-dibenzo[b,d]pyran-6-one; 6H-Dibenzo[b,d]pyran-6-one, 3-hydroxy-4-methyl-; CBMicro_031406; Oprea1_200366; SCHEMBL6825266","CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)O","Non_anthelmintic"
"Inactive","RDKit_inactive_96",3747,"3-phenyl-7-propan-2-yloxychromen-4-one","3-phenyl-7-propan-2-yloxychromen-4-one","ipriflavone","ipriflavone; 35212-22-7; Osten; Yambolap; 7-Isopropoxyisoflavone; Ipriflavona; Ipriflavonum; Ostivone; 3-phenyl-7-(propan-2-yloxy)-4H-chromen-4-one; 7-(1-Methylethoxy)-3-phenyl-4H-1-benzopyran-4-one","CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_112",3828,"4,9-dimethoxy-7-methylfuro[3,2-g]chromen-5-one","4,9-dimethoxy-7-methylfuro[3,2-g]chromen-5-one","khellin","khellin; 82-02-0; Visammin; Viscardan; Khelloyd; Ammivin; Kellina; Khelline; Khellinum; Quelina","CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC","Non_anthelmintic"
"Inactive","RDKit_inactive_34",2377,"4-(2-benzylphenoxy)-N-methylbutan-1-amine","4-(2-benzylphenoxy)-N-methylbutan-1-amine","Bifemelane","Bifemelane; 90293-01-9; 4-(2-benzylphenoxy)-N-methylbutan-1-amine; Bifemelano; Bifemelanum; MCI-2016; DTXSID1045663; Z4501GN13G; 2-(4-methylaminobutoxy)diphenylmethane; 4-(2-benzylphenoxy)-N-methylbutylamine","CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2","Non_anthelmintic"
"Inactive","RDKit_inactive_23",10772467,"4-O-[3-[(1S,2R)-6,7-dimethoxy-2-methyl-1-(3,4,5-trimethoxyphenyl)-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] 1-O-[3-[(1R,2S)-6,7-dimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] (Z)-2-chlorobut-2-enedioate dichloride","4-O-[3-[(1S,2R)-6,7-dimethoxy-2-methyl-1-(3,4,5-trimethoxyphenyl)-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] 1-O-[3-[(1R,2S)-6,7-dimethoxy-2-methyl-1-[(3,4,5-trimethoxyphenyl)methyl]-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propyl] (Z)-2-chlorobut-2-enedioate dichloride","Gantacurium chloride","Gantacurium chloride; 213998-46-0; GW-280430A; Gantacurium (chloride); GW280430A; LEY8QK99UR; 213998-46-0 (Gantacurium chloride); AV-4430A; GW-280430; (1S,2R)-2-(3-(((Z)-3-chloro-4-(3-((1R,2S)-6,7-dimethoxy-2-methyl-1-(3,4,5-trimethoxybenzyl)-1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl)propoxy)-4-oxobut-2-enoyl)oxy)propyl)-6,7-dimethoxy-2-methyl-1-(3,4,5-trimethoxyphenyl)-1,2,3,4-tetrahydroisoquinolin-2-ium chloride","C[N@+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)/C(=C/C(=O)OCCC[N@+]4(CCC5=CC(=C(C=C5[C@@H]4C6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C)/Cl.[Cl-].[Cl-]","Non_anthelmintic"
"Inactive","RDKit_inactive_45",55223,"4-[(2-formyl-3-hydroxyphenoxy)methyl]benzoic acid","4-[(2-formyl-3-hydroxyphenoxy)methyl]benzoic acid","TUCARESOL","TUCARESOL; 84290-27-7; 4-[(2-formyl-3-hydroxyphenoxy)methyl]benzoic acid; 4-((2-Formyl-3-hydroxyphenoxy)methyl)benzoic acid; 589C; BW A589C; JH368G5B9M; BW-589C; Benzoic acid, 4-[(2-formyl-3-hydroxyphenoxy)methyl]-; BWA 589C","C1=CC(=C(C(=C1)OCC2=CC=C(C=C2)C(=O)O)C=O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_12",3783,"4-[1-hydroxy-2-(1-phenoxypropan-2-ylamino)propyl]phenol","4-[1-hydroxy-2-(1-phenoxypropan-2-ylamino)propyl]phenol","Vasodilian","Vasodilian; Isoxuprine; 4-[1-hydroxy-2-(1-phenoxypropan-2-ylamino)propyl]phenol; Vasosurpine; 1-(p-hydroxyphenyl)-1-propanol; Benzenemethanol, 4-hydroxy-.alpha.-[1-[(1-methyl-2-phenoxyethyl)amino]ethyl]-; p-Hydroxy-N-(1-methyl-2-phenoxyethyl)norephedrine; Isoxsuprine (INN); Benzyl alcohol, p-hydroxy-.alpha.-(1-((1-methyl-2-phenoxyethyl)amino)ethyl)-; 2-(3-Phenoxy-2-propylamino)-1-(p-hydroxyphenyl)-1-propanol","CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_72",57347,"4-fluoro-N-[2-[4-[(2S)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-5-yl]piperazin-1-yl]ethyl]benzamide","4-fluoro-N-[2-[4-[(2S)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-5-yl]piperazin-1-yl]ethyl]benzamide","Flesinoxan","Flesinoxan; 98206-10-1; flesinoxano; 3V574S89E1; flesinoxanum; 4-fluoro-N-(2-(4-((3S)-3-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-8-yl)piperazin-1-yl)ethyl)benzamide; 4-fluoro-N-[2-[4-[(3S)-3-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-8-yl]piperazin-1-yl]ethyl]benzamide; RefChem:140696; p-fluoro-N-(2-(4-(2-(hydroxymethyl)-1,4-benzodioxan-5-yl)-1-piperazinyl)ethyl)benzamide; Flesinoxan [INN]","C1CN(CCN1CCNC(=O)C2=CC=C(C=C2)F)C3=C4C(=CC=C3)O[C@H](CO4)CO","Non_anthelmintic"
"Inactive","RDKit_inactive_22",2355,"4-methoxyfuro[3,2-g]chromen-7-one","4-methoxyfuro[3,2-g]chromen-7-one","Bergapten","Bergapten; 5-Methoxypsoralen; 484-20-8; bergaptene; Heraclin; Majudin; BERGAPTAN; 5-Mop; Psoraderm; O-Methylbergaptol","COC1=C2C=CC(=O)OC2=CC3=C1C=CO3","Non_anthelmintic"
"Inactive","RDKit_inactive_102",701990,"4-methyl-3-(2-oxopropoxy)benzo[c]chromen-6-one","4-methyl-3-(2-oxopropoxy)benzo[c]chromen-6-one","4-Methyl-3-(2-oxopropoxy)-6H-benzo[c]chromen-6-one","4-Methyl-3-(2-oxopropoxy)-6H-benzo[c]chromen-6-one; 307551-49-1; MFCD02081431; 4-methyl-3-(2-oxopropoxy)benzo[c]chromen-6-one; CHEMBL488072; CBMicro_001512; CHEMBRDG-BB 6146055; 3,4-Benzo-7-acetonyloxy-8-methylcoumarin; SMSF0015505; BDBM50246269","CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)OCC(=O)C","Non_anthelmintic"
"Inactive","RDKit_inactive_52",4493,"5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione","5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione","nilutamide","nilutamide; 63612-50-0; Anandron; Nilandron; 5,5-dimethyl-3-(4-nitro-3-(trifluoromethyl)phenyl)imidazolidine-2,4-dione; Nilutamida; Nilutamidum; RU-23908; 5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione; RU 23908","CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C","Non_anthelmintic"
"Inactive","RDKit_inactive_120",301798,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methyl-2,3-dihydrochromen-4-one","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methyl-2,3-dihydrochromen-4-one","Poriol","Poriol; 14348-16-4; 5,7-Dihydroxy-2-(4-hydroxyphenyl)-6-methyl-2,3-dihydro-4H-chromen-4-one; DTXSID001029318; RefChem:1096511; DTXCID901514588; 5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methyl-2,3-dihydrochromen-4-one; 5,7-dihydroxy-2-(4-hydroxyphenyl)-6-methylchroman-4-one; (2S)-4',5,7-Trihydroxy-6-methylflavanone; NSC180246","CC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_106",6483316,"5,7-dihydroxy-8-(3-methylbutanoyl)-4-phenylchromen-2-one","5,7-dihydroxy-8-(3-methylbutanoyl)-4-phenylchromen-2-one","ISODISPAR B","ISODISPAR B; CHEMBL198873; 98192-64-4; orb1744458; SCHEMBL29516983; BDBM50172747; HY-N10304; CS-0373938; 5,7-Dihydroxy-8-(3-methyl-butyryl)-4-phenyl-chromen-2-one; 5,7-dihydroxy-8-(3-methylbutanoyl)-4-phenyl-chromen-2-one","CC(C)CC(=O)C1=C(C=C(C2=C1OC(=O)C=C2C3=CC=CC=C3)O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_20",3059,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid","5-(2,4-difluorophenyl)-2-hydroxybenzoic acid","diflunisal","diflunisal; 22494-42-4; Dolobid; Dolobis; Flovacil; 5-(2,4-Difluorophenyl)salicylic acid; 5-(2,4-difluorophenyl)-2-hydroxybenzoic acid; Diflunisalum; 2',4'-Difluoro-4-hydroxy-3-biphenylcarboxylic acid; 2-(Hydroxy)-5-(2,4-difluorophenyl)benzoic acid","C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_114",6450158,"5-(2-carboxyethyl)-6-[(E)-6-(4-methoxyphenyl)hex-5-enoxy]-9-oxoxanthene-2-carboxylic acid","5-(2-carboxyethyl)-6-[(E)-6-(4-methoxyphenyl)hex-5-enoxy]-9-oxoxanthene-2-carboxylic acid","148291-65-0","148291-65-0; LY210073; LY 210073; LY-210073; RefChem:154490; CHEMBL49210; 9H-Xanthene-4-propanoic acid, 7-carboxy-3-((6-(4-methoxyphenyl)-5-hexenyl)oxy)-9-oxo-, (E)-; 5-(2-carboxyethyl)-6-[(E)-6-(4-methoxyphenyl)hex-5-enoxy]-9-oxoxanthene-2-carboxylic acid; (E)-7-Carboxy-3-((6-(4-methoxyphenyl)-5-hexenyl)oxy)-9-oxo-9H-xanthene-4-propanoic acid; 7-Carboxy-3-((6-(methoxyphenyl)-5(E)-hexenyl)oxy)-9-oxo-9H-xanthene-4-propanoic acid","COC1=CC=C(C=C1)/C=C/CCCCOC2=C(C3=C(C=C2)C(=O)C4=C(O3)C=CC(=C4)C(=O)O)CCC(=O)O","Non_anthelmintic"
"Inactive","RDKit_inactive_27",3380,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one","5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one","flunitrazepam","flunitrazepam; Rohypnol; Narcozep; 1622-62-4; Roipnol; Primun; flunipam; Flunitrazepamum; Fluridrazepam; Silece","CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F","Non_anthelmintic"
"Inactive","RDKit_inactive_14",47319,"5-[3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoyloxy]pentyl 3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoate","5-[3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoyloxy]pentyl 3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoate","Atracurium","Atracurium; 64228-79-1; 5-[3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoyloxy]pentyl 3-[1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-2-ium-2-yl]propanoate; Atracurium ion; Atracurium cation; 2GQ1IRY63P; CHEBI:2914; DTXSID9043726; 1-[(3,4-dimethoxyphenyl)methyl]-2-[3-({5-[(3-{1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium-2-yl}propanoyl)oxy]pentyl}oxy)-3-oxopropyl]-6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinolin-2-ium; Isoquinolinium, 2,2'-(1,5-pentanediylbis(oxy(3-oxo-3,1-propanediyl)))bis(1-((3,4-dimethoxyphenyl)methyl)-1,2,3,4-tetrahydro-6,7-dimethoxy-2-methyl-","C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C","Non_anthelmintic"
"Inactive","RDKit_inactive_77",4450,"5-methyl-1-phenyl-1,3,4,6-tetrahydro-2,5-benzoxazocine","5-methyl-1-phenyl-1,3,4,6-tetrahydro-2,5-benzoxazocine","nefopam","nefopam; 13669-70-0; Fenazoxine; Nefopamum; 1H-2,5-Benzoxazocine, 3,4,5,6-tetrahydro-5-methyl-1-phenyl-; 4UP8060B7J; DTXSID2048535; 3,4,5,6-Tetrahydro-5-methyl-1-phenyl-1H-2,5-benzoxazocin; Nefopam, Silentan; RefChem:832138","CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_85",4184,"5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene","5-methyl-2,5-diazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),8,10,12,15,17-hexaene","mianserin","mianserin; Mianserine; 24219-97-4; Mianserina; Mianserinum; Tolvon; 1,2,3,4,10,14b-Hexahydro-2-methyldibenzo(c,f)pyrazino(1,2-a)azepine; 250PJI13LM; DTXSID6023317; J16.389I","CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42","Non_anthelmintic"
"Inactive","RDKit_inactive_42",2099,"5-methyl-2-[(5-methyl-1H-imidazol-4-yl)methyl]-3,4-dihydropyrido[4,3-b]indol-1-one","5-methyl-2-[(5-methyl-1H-imidazol-4-yl)methyl]-3,4-dihydropyrido[4,3-b]indol-1-one","alosetron","alosetron; 122852-42-0; GR68755; GR 68755; 5-methyl-2-[(5-methyl-1H-imidazol-4-yl)methyl]-3,4-dihydropyrido[4,3-b]indol-1-one; A03AE01; CHEBI:253342; 13Z9HTH115; 2,3,4,5-Tetrahydro-5-methyl-2-((5-methyl-1H-imidazol-4-yl)methyl)-1H-pyrido(4,3-b)indol-1-one; 1H-Pyrido(4,3-b)indol-1-one, 2,3,4,5-tetrahydro-5-methyl-2-((5-methyl-1H-imidazol-4-yl)methyl)-","CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C","Non_anthelmintic"
"Inactive","RDKit_inactive_5",2048,"6,7-dimethyl-2-phenylquinoxaline","6,7-dimethyl-2-phenylquinoxaline","ag1295","ag1295; AG 1295; AG-1295; RefChem:915241; 6,7-Dimethyl-2-phenylquinoxaline; 71897-07-9; 6,7-Dimethyl-2-phenyl-quinoxaline; TYRPHOSTIN AG 1295; 2-Phenyl-6,7-dimethylquinoxaline; CHEMBL7724","CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3","Non_anthelmintic"
"Inactive","RDKit_inactive_44",71330,"6-[imidazol-1-yl(phenyl)methyl]-2-methyl-1H-benzimidazole","6-[imidazol-1-yl(phenyl)methyl]-2-methyl-1H-benzimidazole","Irtemazole","Irtemazole; 115574-30-6; Irtemazol; Irtemazolum; AAK27WY74I; R-60844; DTXSID80869596; R60844; 5-((1H-imidazol-1-yl)phenylmethyl)-2-methyl-1H-benzimidazole; 1H-Benzimidazole, 5-(1H-imidazol-1-ylphenylmethyl)-2-methyl-, (+-)-","CC1=NC2=C(N1)C=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4","Non_anthelmintic"
